sentid	pairid	comparison	sentence	ROI	verb	semantic	semantic_class_detailed
1125	563	expected	John beguiled Mary because he	4	beguiled	Psychological	StimExp
1126	563	unexpected	Sarah beguiled Mary because he	4	beguiled	Psychological	StimExp
1127	564	expected	John beguiled Sarah because he	4	beguiled	Psychological	StimExp
1128	564	unexpected	Mary beguiled Sarah because he	4	beguiled	Psychological	StimExp
1129	565	expected	David beguiled John because he	4	beguiled	Psychological	StimExp
1130	565	unexpected	Mary beguiled John because he	4	beguiled	Psychological	StimExp
1131	566	expected	David beguiled John because he	4	beguiled	Psychological	StimExp
1132	566	unexpected	Sarah beguiled John because he	4	beguiled	Psychological	StimExp
1133	567	expected	David beguiled Mary because he	4	beguiled	Psychological	StimExp
1134	567	unexpected	Sarah beguiled Mary because he	4	beguiled	Psychological	StimExp
1135	568	expected	David beguiled Sarah because he	4	beguiled	Psychological	StimExp
1136	568	unexpected	Mary beguiled Sarah because he	4	beguiled	Psychological	StimExp
1137	569	expected	Mary beguiled John because she	4	beguiled	Psychological	StimExp
1138	569	unexpected	David beguiled John because she	4	beguiled	Psychological	StimExp
1139	570	expected	Mary beguiled David because she	4	beguiled	Psychological	StimExp
1140	570	unexpected	John beguiled David because she	4	beguiled	Psychological	StimExp
1141	571	expected	Mary beguiled Sarah because she	4	beguiled	Psychological	StimExp
1142	571	unexpected	John beguiled Sarah because she	4	beguiled	Psychological	StimExp
1143	572	expected	Mary beguiled Sarah because she	4	beguiled	Psychological	StimExp
1144	572	unexpected	David beguiled Sarah because she	4	beguiled	Psychological	StimExp
1145	573	expected	Sarah beguiled John because she	4	beguiled	Psychological	StimExp
1146	573	unexpected	David beguiled John because she	4	beguiled	Psychological	StimExp
1147	574	expected	Sarah beguiled David because she	4	beguiled	Psychological	StimExp
1148	574	unexpected	John beguiled David because she	4	beguiled	Psychological	StimExp
1149	575	expected	Sarah beguiled Mary because she	4	beguiled	Psychological	StimExp
1150	575	unexpected	John beguiled Mary because she	4	beguiled	Psychological	StimExp
1151	576	expected	Sarah beguiled Mary because she	4	beguiled	Psychological	StimExp
1152	576	unexpected	David beguiled Mary because she	4	beguiled	Psychological	StimExp
1153	577	expected	John believed David because he	4	believed	Psychological	ExpStim
1154	577	unexpected	John believed Mary because he	4	believed	Psychological	ExpStim
1155	578	expected	John believed David because he	4	believed	Psychological	ExpStim
1156	578	unexpected	John believed Sarah because he	4	believed	Psychological	ExpStim
1157	579	expected	John believed Mary because she	4	believed	Psychological	ExpStim
1158	579	unexpected	John believed David because she	4	believed	Psychological	ExpStim
1159	580	expected	John believed Sarah because she	4	believed	Psychological	ExpStim
1160	580	unexpected	John believed David because she	4	believed	Psychological	ExpStim
1161	581	expected	David believed John because he	4	believed	Psychological	ExpStim
1162	581	unexpected	David believed Mary because he	4	believed	Psychological	ExpStim
1163	582	expected	David believed John because he	4	believed	Psychological	ExpStim
1164	582	unexpected	David believed Sarah because he	4	believed	Psychological	ExpStim
1165	583	expected	David believed Mary because she	4	believed	Psychological	ExpStim
1166	583	unexpected	David believed John because she	4	believed	Psychological	ExpStim
1167	584	expected	David believed Sarah because she	4	believed	Psychological	ExpStim
1168	584	unexpected	David believed John because she	4	believed	Psychological	ExpStim
1169	585	expected	Mary believed John because he	4	believed	Psychological	ExpStim
1170	585	unexpected	Mary believed Sarah because he	4	believed	Psychological	ExpStim
1171	586	expected	Mary believed David because he	4	believed	Psychological	ExpStim
1172	586	unexpected	Mary believed Sarah because he	4	believed	Psychological	ExpStim
1173	587	expected	Mary believed Sarah because she	4	believed	Psychological	ExpStim
1174	587	unexpected	Mary believed John because she	4	believed	Psychological	ExpStim
1175	588	expected	Mary believed Sarah because she	4	believed	Psychological	ExpStim
1176	588	unexpected	Mary believed David because she	4	believed	Psychological	ExpStim
1177	589	expected	Sarah believed John because he	4	believed	Psychological	ExpStim
1178	589	unexpected	Sarah believed Mary because he	4	believed	Psychological	ExpStim
1179	590	expected	Sarah believed David because he	4	believed	Psychological	ExpStim
1180	590	unexpected	Sarah believed Mary because he	4	believed	Psychological	ExpStim
1181	591	expected	Sarah believed Mary because she	4	believed	Psychological	ExpStim
1182	591	unexpected	Sarah believed John because she	4	believed	Psychological	ExpStim
1183	592	expected	Sarah believed Mary because she	4	believed	Psychological	ExpStim
1184	592	unexpected	Sarah believed David because she	4	believed	Psychological	ExpStim
1185	593	expected	John betrayed David because he	4	betrayed	Activity	AgP
1186	593	unexpected	Mary betrayed David because he	4	betrayed	Activity	AgP
1187	594	expected	John betrayed David because he	4	betrayed	Activity	AgP
1188	594	unexpected	Sarah betrayed David because he	4	betrayed	Activity	AgP
1189	595	expected	John betrayed Mary because he	4	betrayed	Activity	AgP
1190	595	unexpected	Sarah betrayed Mary because he	4	betrayed	Activity	AgP
1191	596	expected	John betrayed Sarah because he	4	betrayed	Activity	AgP
1192	596	unexpected	Mary betrayed Sarah because he	4	betrayed	Activity	AgP
1193	597	expected	David betrayed John because he	4	betrayed	Activity	AgP
1194	597	unexpected	Mary betrayed John because he	4	betrayed	Activity	AgP
1195	598	expected	David betrayed John because he	4	betrayed	Activity	AgP
1196	598	unexpected	Sarah betrayed John because he	4	betrayed	Activity	AgP
1197	599	expected	David betrayed Mary because he	4	betrayed	Activity	AgP
1198	599	unexpected	Sarah betrayed Mary because he	4	betrayed	Activity	AgP
1199	600	expected	David betrayed Sarah because he	4	betrayed	Activity	AgP
1200	600	unexpected	Mary betrayed Sarah because he	4	betrayed	Activity	AgP
1201	601	expected	Mary betrayed John because she	4	betrayed	Activity	AgP
1202	601	unexpected	David betrayed John because she	4	betrayed	Activity	AgP
1203	602	expected	Mary betrayed David because she	4	betrayed	Activity	AgP
1204	602	unexpected	John betrayed David because she	4	betrayed	Activity	AgP
1205	603	expected	Mary betrayed Sarah because she	4	betrayed	Activity	AgP
1206	603	unexpected	John betrayed Sarah because she	4	betrayed	Activity	AgP
1207	604	expected	Mary betrayed Sarah because she	4	betrayed	Activity	AgP
1208	604	unexpected	David betrayed Sarah because she	4	betrayed	Activity	AgP
1209	605	expected	Sarah betrayed John because she	4	betrayed	Activity	AgP
1210	605	unexpected	David betrayed John because she	4	betrayed	Activity	AgP
1211	606	expected	Sarah betrayed David because she	4	betrayed	Activity	AgP
1212	606	unexpected	John betrayed David because she	4	betrayed	Activity	AgP
1213	607	expected	Sarah betrayed Mary because she	4	betrayed	Activity	AgP
1214	607	unexpected	John betrayed Mary because she	4	betrayed	Activity	AgP
1215	608	expected	Sarah betrayed Mary because she	4	betrayed	Activity	AgP
1216	608	unexpected	David betrayed Mary because she	4	betrayed	Activity	AgP
1217	609	expected	John bewildered David because he	4	bewildered	Psychological	StimExp
1218	609	unexpected	Mary bewildered David because he	4	bewildered	Psychological	StimExp
1219	610	expected	John bewildered David because he	4	bewildered	Psychological	StimExp
1220	610	unexpected	Sarah bewildered David because he	4	bewildered	Psychological	StimExp
1221	611	expected	John bewildered Mary because he	4	bewildered	Psychological	StimExp
1222	611	unexpected	Sarah bewildered Mary because he	4	bewildered	Psychological	StimExp
1223	612	expected	John bewildered Sarah because he	4	bewildered	Psychological	StimExp
1224	612	unexpected	Mary bewildered Sarah because he	4	bewildered	Psychological	StimExp
1225	613	expected	David bewildered John because he	4	bewildered	Psychological	StimExp
1226	613	unexpected	Mary bewildered John because he	4	bewildered	Psychological	StimExp
1227	614	expected	David bewildered John because he	4	bewildered	Psychological	StimExp
1228	614	unexpected	Sarah bewildered John because he	4	bewildered	Psychological	StimExp
1229	615	expected	David bewildered Mary because he	4	bewildered	Psychological	StimExp
1230	615	unexpected	Sarah bewildered Mary because he	4	bewildered	Psychological	StimExp
1231	616	expected	David bewildered Sarah because he	4	bewildered	Psychological	StimExp
1232	616	unexpected	Mary bewildered Sarah because he	4	bewildered	Psychological	StimExp
1233	617	expected	Mary bewildered John because she	4	bewildered	Psychological	StimExp
1234	617	unexpected	David bewildered John because she	4	bewildered	Psychological	StimExp
1235	618	expected	Mary bewildered David because she	4	bewildered	Psychological	StimExp
1236	618	unexpected	John bewildered David because she	4	bewildered	Psychological	StimExp
1237	619	expected	Mary bewildered Sarah because she	4	bewildered	Psychological	StimExp
1238	619	unexpected	John bewildered Sarah because she	4	bewildered	Psychological	StimExp
1239	620	expected	Mary bewildered Sarah because she	4	bewildered	Psychological	StimExp
1240	620	unexpected	David bewildered Sarah because she	4	bewildered	Psychological	StimExp
1241	621	expected	Sarah bewildered John because she	4	bewildered	Psychological	StimExp
1242	621	unexpected	David bewildered John because she	4	bewildered	Psychological	StimExp
1243	622	expected	Sarah bewildered David because she	4	bewildered	Psychological	StimExp
1244	622	unexpected	John bewildered David because she	4	bewildered	Psychological	StimExp
1245	623	expected	Sarah bewildered Mary because she	4	bewildered	Psychological	StimExp
1246	623	unexpected	John bewildered Mary because she	4	bewildered	Psychological	StimExp
1247	624	expected	Sarah bewildered Mary because she	4	bewildered	Psychological	StimExp
1248	624	unexpected	David bewildered Mary because she	4	bewildered	Psychological	StimExp
1249	625	expected	John blamed David because he	4	blamed	Activity	AgEvo
1250	625	unexpected	John blamed Mary because he	4	blamed	Activity	AgEvo
1251	626	expected	John blamed David because he	4	blamed	Activity	AgEvo
1252	626	unexpected	John blamed Sarah because he	4	blamed	Activity	AgEvo
1253	627	expected	John blamed Mary because she	4	blamed	Activity	AgEvo
1254	627	unexpected	John blamed David because she	4	blamed	Activity	AgEvo
1255	628	expected	John blamed Sarah because she	4	blamed	Activity	AgEvo
1256	628	unexpected	John blamed David because she	4	blamed	Activity	AgEvo
1257	629	expected	David blamed John because he	4	blamed	Activity	AgEvo
1258	629	unexpected	David blamed Mary because he	4	blamed	Activity	AgEvo
1259	630	expected	David blamed John because he	4	blamed	Activity	AgEvo
1260	630	unexpected	David blamed Sarah because he	4	blamed	Activity	AgEvo
1261	631	expected	David blamed Mary because she	4	blamed	Activity	AgEvo
1262	631	unexpected	David blamed John because she	4	blamed	Activity	AgEvo
1263	632	expected	David blamed Sarah because she	4	blamed	Activity	AgEvo
1264	632	unexpected	David blamed John because she	4	blamed	Activity	AgEvo
1265	633	expected	Mary blamed John because he	4	blamed	Activity	AgEvo
1266	633	unexpected	Mary blamed Sarah because he	4	blamed	Activity	AgEvo
1267	634	expected	Mary blamed David because he	4	blamed	Activity	AgEvo
1268	634	unexpected	Mary blamed Sarah because he	4	blamed	Activity	AgEvo
1269	635	expected	Mary blamed Sarah because she	4	blamed	Activity	AgEvo
1270	635	unexpected	Mary blamed John because she	4	blamed	Activity	AgEvo
1271	636	expected	Mary blamed Sarah because she	4	blamed	Activity	AgEvo
1272	636	unexpected	Mary blamed David because she	4	blamed	Activity	AgEvo
1273	637	expected	Sarah blamed John because he	4	blamed	Activity	AgEvo
1274	637	unexpected	Sarah blamed Mary because he	4	blamed	Activity	AgEvo
1275	638	expected	Sarah blamed David because he	4	blamed	Activity	AgEvo
1276	638	unexpected	Sarah blamed Mary because he	4	blamed	Activity	AgEvo
1277	639	expected	Sarah blamed Mary because she	4	blamed	Activity	AgEvo
1278	639	unexpected	Sarah blamed John because she	4	blamed	Activity	AgEvo
1279	640	expected	Sarah blamed Mary because she	4	blamed	Activity	AgEvo
1280	640	unexpected	Sarah blamed David because she	4	blamed	Activity	AgEvo
1281	641	expected	John blessed David because he	4	blessed	Activity	AgEvo
1282	641	unexpected	John blessed Mary because he	4	blessed	Activity	AgEvo
1283	642	expected	John blessed David because he	4	blessed	Activity	AgEvo
1284	642	unexpected	John blessed Sarah because he	4	blessed	Activity	AgEvo
1285	643	expected	John blessed Mary because she	4	blessed	Activity	AgEvo
1286	643	unexpected	John blessed David because she	4	blessed	Activity	AgEvo
1287	644	expected	John blessed Sarah because she	4	blessed	Activity	AgEvo
1288	644	unexpected	John blessed David because she	4	blessed	Activity	AgEvo
1289	645	expected	David blessed John because he	4	blessed	Activity	AgEvo
1290	645	unexpected	David blessed Mary because he	4	blessed	Activity	AgEvo
1291	646	expected	David blessed John because he	4	blessed	Activity	AgEvo
1292	646	unexpected	David blessed Sarah because he	4	blessed	Activity	AgEvo
1293	647	expected	David blessed Mary because she	4	blessed	Activity	AgEvo
1294	647	unexpected	David blessed John because she	4	blessed	Activity	AgEvo
1295	648	expected	David blessed Sarah because she	4	blessed	Activity	AgEvo
1296	648	unexpected	David blessed John because she	4	blessed	Activity	AgEvo
1297	649	expected	Mary blessed John because he	4	blessed	Activity	AgEvo
1298	649	unexpected	Mary blessed Sarah because he	4	blessed	Activity	AgEvo
1299	650	expected	Mary blessed David because he	4	blessed	Activity	AgEvo
1300	650	unexpected	Mary blessed Sarah because he	4	blessed	Activity	AgEvo
1301	651	expected	Mary blessed Sarah because she	4	blessed	Activity	AgEvo
1302	651	unexpected	Mary blessed John because she	4	blessed	Activity	AgEvo
1303	652	expected	Mary blessed Sarah because she	4	blessed	Activity	AgEvo
1304	652	unexpected	Mary blessed David because she	4	blessed	Activity	AgEvo
1305	653	expected	Sarah blessed John because he	4	blessed	Activity	AgEvo
1306	653	unexpected	Sarah blessed Mary because he	4	blessed	Activity	AgEvo
1307	654	expected	Sarah blessed David because he	4	blessed	Activity	AgEvo
1308	654	unexpected	Sarah blessed Mary because he	4	blessed	Activity	AgEvo
1309	655	expected	Sarah blessed Mary because she	4	blessed	Activity	AgEvo
1310	655	unexpected	Sarah blessed John because she	4	blessed	Activity	AgEvo
1311	656	expected	Sarah blessed Mary because she	4	blessed	Activity	AgEvo
1312	656	unexpected	Sarah blessed David because she	4	blessed	Activity	AgEvo
1313	657	expected	John bored David because he	4	bored	Psychological	StimExp
1314	657	unexpected	Mary bored David because he	4	bored	Psychological	StimExp
1315	658	expected	John bored David because he	4	bored	Psychological	StimExp
1316	658	unexpected	Sarah bored David because he	4	bored	Psychological	StimExp
1317	659	expected	John bored Mary because he	4	bored	Psychological	StimExp
1318	659	unexpected	Sarah bored Mary because he	4	bored	Psychological	StimExp
1319	660	expected	John bored Sarah because he	4	bored	Psychological	StimExp
1320	660	unexpected	Mary bored Sarah because he	4	bored	Psychological	StimExp
1321	661	expected	David bored John because he	4	bored	Psychological	StimExp
1322	661	unexpected	Mary bored John because he	4	bored	Psychological	StimExp
1323	662	expected	David bored John because he	4	bored	Psychological	StimExp
1324	662	unexpected	Sarah bored John because he	4	bored	Psychological	StimExp
1325	663	expected	David bored Mary because he	4	bored	Psychological	StimExp
1326	663	unexpected	Sarah bored Mary because he	4	bored	Psychological	StimExp
1327	664	expected	David bored Sarah because he	4	bored	Psychological	StimExp
1328	664	unexpected	Mary bored Sarah because he	4	bored	Psychological	StimExp
1329	665	expected	Mary bored John because she	4	bored	Psychological	StimExp
1330	665	unexpected	David bored John because she	4	bored	Psychological	StimExp
1331	666	expected	Mary bored David because she	4	bored	Psychological	StimExp
1332	666	unexpected	John bored David because she	4	bored	Psychological	StimExp
1333	667	expected	Mary bored Sarah because she	4	bored	Psychological	StimExp
1334	667	unexpected	John bored Sarah because she	4	bored	Psychological	StimExp
1335	668	expected	Mary bored Sarah because she	4	bored	Psychological	StimExp
1336	668	unexpected	David bored Sarah because she	4	bored	Psychological	StimExp
1337	669	expected	Sarah bored John because she	4	bored	Psychological	StimExp
1338	669	unexpected	David bored John because she	4	bored	Psychological	StimExp
1339	670	expected	Sarah bored David because she	4	bored	Psychological	StimExp
1340	670	unexpected	John bored David because she	4	bored	Psychological	StimExp
1341	671	expected	Sarah bored Mary because she	4	bored	Psychological	StimExp
1342	671	unexpected	John bored Mary because she	4	bored	Psychological	StimExp
1343	672	expected	Sarah bored Mary because she	4	bored	Psychological	StimExp
1344	672	unexpected	David bored Mary because she	4	bored	Psychological	StimExp
1345	673	expected	John bothered David because he	4	bothered	Psychological	StimExp
1346	673	unexpected	Mary bothered David because he	4	bothered	Psychological	StimExp
1347	674	expected	John bothered David because he	4	bothered	Psychological	StimExp
1348	674	unexpected	Sarah bothered David because he	4	bothered	Psychological	StimExp
1349	675	expected	John bothered Mary because he	4	bothered	Psychological	StimExp
1350	675	unexpected	Sarah bothered Mary because he	4	bothered	Psychological	StimExp
1351	676	expected	John bothered Sarah because he	4	bothered	Psychological	StimExp
1352	676	unexpected	Mary bothered Sarah because he	4	bothered	Psychological	StimExp
1353	677	expected	David bothered John because he	4	bothered	Psychological	StimExp
1354	677	unexpected	Mary bothered John because he	4	bothered	Psychological	StimExp
1355	678	expected	David bothered John because he	4	bothered	Psychological	StimExp
1356	678	unexpected	Sarah bothered John because he	4	bothered	Psychological	StimExp
1357	679	expected	David bothered Mary because he	4	bothered	Psychological	StimExp
1358	679	unexpected	Sarah bothered Mary because he	4	bothered	Psychological	StimExp
1359	680	expected	David bothered Sarah because he	4	bothered	Psychological	StimExp
1360	680	unexpected	Mary bothered Sarah because he	4	bothered	Psychological	StimExp
1361	681	expected	Mary bothered John because she	4	bothered	Psychological	StimExp
1362	681	unexpected	David bothered John because she	4	bothered	Psychological	StimExp
1363	682	expected	Mary bothered David because she	4	bothered	Psychological	StimExp
1364	682	unexpected	John bothered David because she	4	bothered	Psychological	StimExp
1365	683	expected	Mary bothered Sarah because she	4	bothered	Psychological	StimExp
1366	683	unexpected	John bothered Sarah because she	4	bothered	Psychological	StimExp
1367	684	expected	Mary bothered Sarah because she	4	bothered	Psychological	StimExp
1368	684	unexpected	David bothered Sarah because she	4	bothered	Psychological	StimExp
1369	685	expected	Sarah bothered John because she	4	bothered	Psychological	StimExp
1370	685	unexpected	David bothered John because she	4	bothered	Psychological	StimExp
1371	686	expected	Sarah bothered David because she	4	bothered	Psychological	StimExp
1372	686	unexpected	John bothered David because she	4	bothered	Psychological	StimExp
1373	687	expected	Sarah bothered Mary because she	4	bothered	Psychological	StimExp
1374	687	unexpected	John bothered Mary because she	4	bothered	Psychological	StimExp
1375	688	expected	Sarah bothered Mary because she	4	bothered	Psychological	StimExp
1376	688	unexpected	David bothered Mary because she	4	bothered	Psychological	StimExp
1377	689	expected	John bugged David because he	4	bugged	Psychological	StimExp
1378	689	unexpected	Mary bugged David because he	4	bugged	Psychological	StimExp
1379	690	expected	John bugged David because he	4	bugged	Psychological	StimExp
1380	690	unexpected	Sarah bugged David because he	4	bugged	Psychological	StimExp
1381	691	expected	John bugged Mary because he	4	bugged	Psychological	StimExp
1382	691	unexpected	Sarah bugged Mary because he	4	bugged	Psychological	StimExp
1383	692	expected	John bugged Sarah because he	4	bugged	Psychological	StimExp
1384	692	unexpected	Mary bugged Sarah because he	4	bugged	Psychological	StimExp
1385	693	expected	David bugged John because he	4	bugged	Psychological	StimExp
1386	693	unexpected	Mary bugged John because he	4	bugged	Psychological	StimExp
1387	694	expected	David bugged John because he	4	bugged	Psychological	StimExp
1388	694	unexpected	Sarah bugged John because he	4	bugged	Psychological	StimExp
1389	695	expected	David bugged Mary because he	4	bugged	Psychological	StimExp
1390	695	unexpected	Sarah bugged Mary because he	4	bugged	Psychological	StimExp
1391	696	expected	David bugged Sarah because he	4	bugged	Psychological	StimExp
1392	696	unexpected	Mary bugged Sarah because he	4	bugged	Psychological	StimExp
1393	697	expected	Mary bugged John because she	4	bugged	Psychological	StimExp
1394	697	unexpected	David bugged John because she	4	bugged	Psychological	StimExp
1395	698	expected	Mary bugged David because she	4	bugged	Psychological	StimExp
1396	698	unexpected	John bugged David because she	4	bugged	Psychological	StimExp
1397	699	expected	Mary bugged Sarah because she	4	bugged	Psychological	StimExp
1398	699	unexpected	John bugged Sarah because she	4	bugged	Psychological	StimExp
1399	700	expected	Mary bugged Sarah because she	4	bugged	Psychological	StimExp
1400	700	unexpected	David bugged Sarah because she	4	bugged	Psychological	StimExp
1401	701	expected	Sarah bugged John because she	4	bugged	Psychological	StimExp
1402	701	unexpected	David bugged John because she	4	bugged	Psychological	StimExp
1403	702	expected	Sarah bugged David because she	4	bugged	Psychological	StimExp
1404	702	unexpected	John bugged David because she	4	bugged	Psychological	StimExp
1405	703	expected	Sarah bugged Mary because she	4	bugged	Psychological	StimExp
1406	703	unexpected	John bugged Mary because she	4	bugged	Psychological	StimExp
1407	704	expected	Sarah bugged Mary because she	4	bugged	Psychological	StimExp
1408	704	unexpected	David bugged Mary because she	4	bugged	Psychological	StimExp
1409	705	expected	John called David because he	4	called	Activity	AgP
1410	705	unexpected	Mary called David because he	4	called	Activity	AgP
1411	706	expected	John called David because he	4	called	Activity	AgP
1412	706	unexpected	Sarah called David because he	4	called	Activity	AgP
1413	707	expected	John called Mary because he	4	called	Activity	AgP
1414	707	unexpected	Sarah called Mary because he	4	called	Activity	AgP
1415	708	expected	John called Sarah because he	4	called	Activity	AgP
1416	708	unexpected	Mary called Sarah because he	4	called	Activity	AgP
1417	709	expected	David called John because he	4	called	Activity	AgP
1418	709	unexpected	Mary called John because he	4	called	Activity	AgP
1419	710	expected	David called John because he	4	called	Activity	AgP
1420	710	unexpected	Sarah called John because he	4	called	Activity	AgP
1421	711	expected	David called Mary because he	4	called	Activity	AgP
1422	711	unexpected	Sarah called Mary because he	4	called	Activity	AgP
1423	712	expected	David called Sarah because he	4	called	Activity	AgP
1424	712	unexpected	Mary called Sarah because he	4	called	Activity	AgP
1425	713	expected	Mary called John because she	4	called	Activity	AgP
1426	713	unexpected	David called John because she	4	called	Activity	AgP
1427	714	expected	Mary called David because she	4	called	Activity	AgP
1428	714	unexpected	John called David because she	4	called	Activity	AgP
1429	715	expected	Mary called Sarah because she	4	called	Activity	AgP
1430	715	unexpected	John called Sarah because she	4	called	Activity	AgP
1431	716	expected	Mary called Sarah because she	4	called	Activity	AgP
1432	716	unexpected	David called Sarah because she	4	called	Activity	AgP
1433	717	expected	Sarah called John because she	4	called	Activity	AgP
1434	717	unexpected	David called John because she	4	called	Activity	AgP
1435	718	expected	Sarah called David because she	4	called	Activity	AgP
1436	718	unexpected	John called David because she	4	called	Activity	AgP
1437	719	expected	Sarah called Mary because she	4	called	Activity	AgP
1438	719	unexpected	John called Mary because she	4	called	Activity	AgP
1439	720	expected	Sarah called Mary because she	4	called	Activity	AgP
1440	720	unexpected	David called Mary because she	4	called	Activity	AgP
1441	721	expected	John calmed David because he	4	calmed	Psychological	StimExp
1442	721	unexpected	Mary calmed David because he	4	calmed	Psychological	StimExp
1443	722	expected	John calmed David because he	4	calmed	Psychological	StimExp
1444	722	unexpected	Sarah calmed David because he	4	calmed	Psychological	StimExp
1445	723	expected	John calmed Mary because he	4	calmed	Psychological	StimExp
1446	723	unexpected	Sarah calmed Mary because he	4	calmed	Psychological	StimExp
1447	724	expected	John calmed Sarah because he	4	calmed	Psychological	StimExp
1448	724	unexpected	Mary calmed Sarah because he	4	calmed	Psychological	StimExp
1449	725	expected	David calmed John because he	4	calmed	Psychological	StimExp
1450	725	unexpected	Mary calmed John because he	4	calmed	Psychological	StimExp
1451	726	expected	David calmed John because he	4	calmed	Psychological	StimExp
1452	726	unexpected	Sarah calmed John because he	4	calmed	Psychological	StimExp
1453	727	expected	David calmed Mary because he	4	calmed	Psychological	StimExp
1454	727	unexpected	Sarah calmed Mary because he	4	calmed	Psychological	StimExp
1455	728	expected	David calmed Sarah because he	4	calmed	Psychological	StimExp
1456	728	unexpected	Mary calmed Sarah because he	4	calmed	Psychological	StimExp
1457	729	expected	Mary calmed John because she	4	calmed	Psychological	StimExp
1458	729	unexpected	David calmed John because she	4	calmed	Psychological	StimExp
1459	730	expected	Mary calmed David because she	4	calmed	Psychological	StimExp
1460	730	unexpected	John calmed David because she	4	calmed	Psychological	StimExp
1461	731	expected	Mary calmed Sarah because she	4	calmed	Psychological	StimExp
1462	731	unexpected	John calmed Sarah because she	4	calmed	Psychological	StimExp
1463	732	expected	Mary calmed Sarah because she	4	calmed	Psychological	StimExp
1464	732	unexpected	David calmed Sarah because she	4	calmed	Psychological	StimExp
1465	733	expected	Sarah calmed John because she	4	calmed	Psychological	StimExp
1466	733	unexpected	David calmed John because she	4	calmed	Psychological	StimExp
1467	734	expected	Sarah calmed David because she	4	calmed	Psychological	StimExp
1468	734	unexpected	John calmed David because she	4	calmed	Psychological	StimExp
1469	735	expected	Sarah calmed Mary because she	4	calmed	Psychological	StimExp
1470	735	unexpected	John calmed Mary because she	4	calmed	Psychological	StimExp
1471	736	expected	Sarah calmed Mary because she	4	calmed	Psychological	StimExp
1472	736	unexpected	David calmed Mary because she	4	calmed	Psychological	StimExp
1473	737	expected	John calmed down David because he	5	calmed down	Activity	AgP
1474	737	unexpected	Mary calmed down David because he	5	calmed down	Activity	AgP
1475	738	expected	John calmed down David because he	5	calmed down	Activity	AgP
1476	738	unexpected	Sarah calmed down David because he	5	calmed down	Activity	AgP
1477	739	expected	John calmed down Mary because he	5	calmed down	Activity	AgP
1478	739	unexpected	Sarah calmed down Mary because he	5	calmed down	Activity	AgP
1479	740	expected	John calmed down Sarah because he	5	calmed down	Activity	AgP
1480	740	unexpected	Mary calmed down Sarah because he	5	calmed down	Activity	AgP
1481	741	expected	David calmed down John because he	5	calmed down	Activity	AgP
1482	741	unexpected	Mary calmed down John because he	5	calmed down	Activity	AgP
1483	742	expected	David calmed down John because he	5	calmed down	Activity	AgP
1484	742	unexpected	Sarah calmed down John because he	5	calmed down	Activity	AgP
1485	743	expected	David calmed down Mary because he	5	calmed down	Activity	AgP
1486	743	unexpected	Sarah calmed down Mary because he	5	calmed down	Activity	AgP
1487	744	expected	David calmed down Sarah because he	5	calmed down	Activity	AgP
1488	744	unexpected	Mary calmed down Sarah because he	5	calmed down	Activity	AgP
1489	745	expected	Mary calmed down John because she	5	calmed down	Activity	AgP
1490	745	unexpected	David calmed down John because she	5	calmed down	Activity	AgP
1491	746	expected	Mary calmed down David because she	5	calmed down	Activity	AgP
1492	746	unexpected	John calmed down David because she	5	calmed down	Activity	AgP
1493	747	expected	Mary calmed down Sarah because she	5	calmed down	Activity	AgP
1494	747	unexpected	John calmed down Sarah because she	5	calmed down	Activity	AgP
1495	748	expected	Mary calmed down Sarah because she	5	calmed down	Activity	AgP
1496	748	unexpected	David calmed down Sarah because she	5	calmed down	Activity	AgP
1497	749	expected	Sarah calmed down John because she	5	calmed down	Activity	AgP
1498	749	unexpected	David calmed down John because she	5	calmed down	Activity	AgP
1499	750	expected	Sarah calmed down David because she	5	calmed down	Activity	AgP
1500	750	unexpected	John calmed down David because she	5	calmed down	Activity	AgP
1501	751	expected	Sarah calmed down Mary because she	5	calmed down	Activity	AgP
1502	751	unexpected	John calmed down Mary because she	5	calmed down	Activity	AgP
1503	752	expected	Sarah calmed down Mary because she	5	calmed down	Activity	AgP
1504	752	unexpected	David calmed down Mary because she	5	calmed down	Activity	AgP
1505	753	expected	John captivated David because he	4	captivated	Psychological	StimExp
1506	753	unexpected	Mary captivated David because he	4	captivated	Psychological	StimExp
1507	754	expected	John captivated David because he	4	captivated	Psychological	StimExp
1508	754	unexpected	Sarah captivated David because he	4	captivated	Psychological	StimExp
1509	755	expected	John captivated Mary because he	4	captivated	Psychological	StimExp
1510	755	unexpected	Sarah captivated Mary because he	4	captivated	Psychological	StimExp
1511	756	expected	John captivated Sarah because he	4	captivated	Psychological	StimExp
1512	756	unexpected	Mary captivated Sarah because he	4	captivated	Psychological	StimExp
1513	757	expected	David captivated John because he	4	captivated	Psychological	StimExp
1514	757	unexpected	Mary captivated John because he	4	captivated	Psychological	StimExp
1515	758	expected	David captivated John because he	4	captivated	Psychological	StimExp
1516	758	unexpected	Sarah captivated John because he	4	captivated	Psychological	StimExp
1517	759	expected	David captivated Mary because he	4	captivated	Psychological	StimExp
1518	759	unexpected	Sarah captivated Mary because he	4	captivated	Psychological	StimExp
1519	760	expected	David captivated Sarah because he	4	captivated	Psychological	StimExp
1520	760	unexpected	Mary captivated Sarah because he	4	captivated	Psychological	StimExp
1521	761	expected	Mary captivated John because she	4	captivated	Psychological	StimExp
1522	761	unexpected	David captivated John because she	4	captivated	Psychological	StimExp
