sentid	pairid	comparison	sentence	ROI	verb	semantic	semantic_class_detailed
1026	513	unexpected	Mary comforted David because he	4	comforted	Psychological	StimExp
1027	514	expected	John comforted David because he	4	comforted	Psychological	StimExp
1028	514	unexpected	Sarah comforted David because he	4	comforted	Psychological	StimExp
1029	515	expected	David comforted John because he	4	comforted	Psychological	StimExp
1030	515	unexpected	Mary comforted John because he	4	comforted	Psychological	StimExp
1031	516	expected	David comforted John because he	4	comforted	Psychological	StimExp
1032	516	unexpected	Sarah comforted John because he	4	comforted	Psychological	StimExp
1033	517	expected	Mary comforted Sarah because she	4	comforted	Psychological	StimExp
1034	517	unexpected	John comforted Sarah because she	4	comforted	Psychological	StimExp
1035	518	expected	Mary comforted Sarah because she	4	comforted	Psychological	StimExp
1036	518	unexpected	David comforted Sarah because she	4	comforted	Psychological	StimExp
1037	519	expected	Sarah comforted Mary because she	4	comforted	Psychological	StimExp
1038	519	unexpected	John comforted Mary because she	4	comforted	Psychological	StimExp
1039	520	expected	Sarah comforted Mary because she	4	comforted	Psychological	StimExp
1040	520	unexpected	David comforted Mary because she	4	comforted	Psychological	StimExp
1041	521	expected	David commended John because he	4	commended	Activity	AgEvo
1042	521	unexpected	David commended Mary because he	4	commended	Activity	AgEvo
1043	522	expected	David commended John because he	4	commended	Activity	AgEvo
1044	522	unexpected	David commended Sarah because he	4	commended	Activity	AgEvo
1045	523	expected	John commended David because he	4	commended	Activity	AgEvo
1046	523	unexpected	John commended Mary because he	4	commended	Activity	AgEvo
1047	524	expected	John commended David because he	4	commended	Activity	AgEvo
1048	524	unexpected	John commended Sarah because he	4	commended	Activity	AgEvo
1049	525	expected	Sarah commended Mary because she	4	commended	Activity	AgEvo
1050	525	unexpected	Sarah commended John because she	4	commended	Activity	AgEvo
1051	526	expected	Sarah commended Mary because she	4	commended	Activity	AgEvo
1052	526	unexpected	Sarah commended David because she	4	commended	Activity	AgEvo
1053	527	expected	Mary commended Sarah because she	4	commended	Activity	AgEvo
1054	527	unexpected	Mary commended John because she	4	commended	Activity	AgEvo
1055	528	expected	Mary commended Sarah because she	4	commended	Activity	AgEvo
1056	528	unexpected	Mary commended David because she	4	commended	Activity	AgEvo
1057	529	expected	John compensated David because he	4	compensated	Activity	AgP
1058	529	unexpected	Mary compensated David because he	4	compensated	Activity	AgP
1059	530	expected	John compensated David because he	4	compensated	Activity	AgP
1060	530	unexpected	Sarah compensated David because he	4	compensated	Activity	AgP
1061	531	expected	David compensated John because he	4	compensated	Activity	AgP
1062	531	unexpected	Mary compensated John because he	4	compensated	Activity	AgP
1063	532	expected	David compensated John because he	4	compensated	Activity	AgP
1064	532	unexpected	Sarah compensated John because he	4	compensated	Activity	AgP
1065	533	expected	Mary compensated Sarah because she	4	compensated	Activity	AgP
1066	533	unexpected	John compensated Sarah because she	4	compensated	Activity	AgP
1067	534	expected	Mary compensated Sarah because she	4	compensated	Activity	AgP
1068	534	unexpected	David compensated Sarah because she	4	compensated	Activity	AgP
1069	535	expected	Sarah compensated Mary because she	4	compensated	Activity	AgP
1070	535	unexpected	John compensated Mary because she	4	compensated	Activity	AgP
1071	536	expected	Sarah compensated Mary because she	4	compensated	Activity	AgP
1072	536	unexpected	David compensated Mary because she	4	compensated	Activity	AgP
1073	537	expected	John complemented David because he	4	complemented	Activity	AgP
1074	537	unexpected	Mary complemented David because he	4	complemented	Activity	AgP
1075	538	expected	John complemented David because he	4	complemented	Activity	AgP
1076	538	unexpected	Sarah complemented David because he	4	complemented	Activity	AgP
1077	539	expected	David complemented John because he	4	complemented	Activity	AgP
1078	539	unexpected	Mary complemented John because he	4	complemented	Activity	AgP
1079	540	expected	David complemented John because he	4	complemented	Activity	AgP
1080	540	unexpected	Sarah complemented John because he	4	complemented	Activity	AgP
1081	541	expected	Mary complemented Sarah because she	4	complemented	Activity	AgP
1082	541	unexpected	John complemented Sarah because she	4	complemented	Activity	AgP
1083	542	expected	Mary complemented Sarah because she	4	complemented	Activity	AgP
1084	542	unexpected	David complemented Sarah because she	4	complemented	Activity	AgP
1085	543	expected	Sarah complemented Mary because she	4	complemented	Activity	AgP
1086	543	unexpected	John complemented Mary because she	4	complemented	Activity	AgP
1087	544	expected	Sarah complemented Mary because she	4	complemented	Activity	AgP
1088	544	unexpected	David complemented Mary because she	4	complemented	Activity	AgP
1089	545	expected	David complimented John because he	4	complimented	Activity	AgEvo
1090	545	unexpected	David complimented Mary because he	4	complimented	Activity	AgEvo
1091	546	expected	David complimented John because he	4	complimented	Activity	AgEvo
1092	546	unexpected	David complimented Sarah because he	4	complimented	Activity	AgEvo
1093	547	expected	John complimented David because he	4	complimented	Activity	AgEvo
1094	547	unexpected	John complimented Mary because he	4	complimented	Activity	AgEvo
1095	548	expected	John complimented David because he	4	complimented	Activity	AgEvo
1096	548	unexpected	John complimented Sarah because he	4	complimented	Activity	AgEvo
1097	549	expected	Sarah complimented Mary because she	4	complimented	Activity	AgEvo
1098	549	unexpected	Sarah complimented John because she	4	complimented	Activity	AgEvo
1099	550	expected	Sarah complimented Mary because she	4	complimented	Activity	AgEvo
1100	550	unexpected	Sarah complimented David because she	4	complimented	Activity	AgEvo
1101	551	expected	Mary complimented Sarah because she	4	complimented	Activity	AgEvo
1102	551	unexpected	Mary complimented John because she	4	complimented	Activity	AgEvo
1103	552	expected	Mary complimented Sarah because she	4	complimented	Activity	AgEvo
1104	552	unexpected	Mary complimented David because she	4	complimented	Activity	AgEvo
1105	553	expected	John concerned David because he	4	concerned	Psychological	StimExp
1106	553	unexpected	Mary concerned David because he	4	concerned	Psychological	StimExp
1107	554	expected	John concerned David because he	4	concerned	Psychological	StimExp
1108	554	unexpected	Sarah concerned David because he	4	concerned	Psychological	StimExp
1109	555	expected	David concerned John because he	4	concerned	Psychological	StimExp
1110	555	unexpected	Mary concerned John because he	4	concerned	Psychological	StimExp
1111	556	expected	David concerned John because he	4	concerned	Psychological	StimExp
1112	556	unexpected	Sarah concerned John because he	4	concerned	Psychological	StimExp
1113	557	expected	Mary concerned Sarah because she	4	concerned	Psychological	StimExp
1114	557	unexpected	John concerned Sarah because she	4	concerned	Psychological	StimExp
1115	558	expected	Mary concerned Sarah because she	4	concerned	Psychological	StimExp
1116	558	unexpected	David concerned Sarah because she	4	concerned	Psychological	StimExp
1117	559	expected	Sarah concerned Mary because she	4	concerned	Psychological	StimExp
1118	559	unexpected	John concerned Mary because she	4	concerned	Psychological	StimExp
1119	560	expected	Sarah concerned Mary because she	4	concerned	Psychological	StimExp
1120	560	unexpected	David concerned Mary because she	4	concerned	Psychological	StimExp
1121	561	expected	David condemned John because he	4	condemned	Activity	AgEvo
1122	561	unexpected	David condemned Mary because he	4	condemned	Activity	AgEvo
1123	562	expected	David condemned John because he	4	condemned	Activity	AgEvo
1124	562	unexpected	David condemned Sarah because he	4	condemned	Activity	AgEvo
1125	563	expected	John condemned David because he	4	condemned	Activity	AgEvo
1126	563	unexpected	John condemned Mary because he	4	condemned	Activity	AgEvo
1127	564	expected	John condemned David because he	4	condemned	Activity	AgEvo
1128	564	unexpected	John condemned Sarah because he	4	condemned	Activity	AgEvo
1129	565	expected	Sarah condemned Mary because she	4	condemned	Activity	AgEvo
1130	565	unexpected	Sarah condemned John because she	4	condemned	Activity	AgEvo
1131	566	expected	Sarah condemned Mary because she	4	condemned	Activity	AgEvo
1132	566	unexpected	Sarah condemned David because she	4	condemned	Activity	AgEvo
1133	567	expected	Mary condemned Sarah because she	4	condemned	Activity	AgEvo
1134	567	unexpected	Mary condemned John because she	4	condemned	Activity	AgEvo
1135	568	expected	Mary condemned Sarah because she	4	condemned	Activity	AgEvo
1136	568	unexpected	Mary condemned David because she	4	condemned	Activity	AgEvo
1137	569	expected	John confessed to David because he	5	confessed to	Activity	AgP
1138	569	unexpected	Mary confessed to David because he	5	confessed to	Activity	AgP
1139	570	expected	John confessed to David because he	5	confessed to	Activity	AgP
1140	570	unexpected	Sarah confessed to David because he	5	confessed to	Activity	AgP
1141	571	expected	David confessed to John because he	5	confessed to	Activity	AgP
1142	571	unexpected	Mary confessed to John because he	5	confessed to	Activity	AgP
1143	572	expected	David confessed to John because he	5	confessed to	Activity	AgP
1144	572	unexpected	Sarah confessed to John because he	5	confessed to	Activity	AgP
1145	573	expected	Mary confessed to Sarah because she	5	confessed to	Activity	AgP
1146	573	unexpected	John confessed to Sarah because she	5	confessed to	Activity	AgP
1147	574	expected	Mary confessed to Sarah because she	5	confessed to	Activity	AgP
1148	574	unexpected	David confessed to Sarah because she	5	confessed to	Activity	AgP
1149	575	expected	Sarah confessed to Mary because she	5	confessed to	Activity	AgP
1150	575	unexpected	John confessed to Mary because she	5	confessed to	Activity	AgP
1151	576	expected	Sarah confessed to Mary because she	5	confessed to	Activity	AgP
1152	576	unexpected	David confessed to Mary because she	5	confessed to	Activity	AgP
1153	577	expected	John confided in David because he	5	confided in	Activity	AgP
1154	577	unexpected	Mary confided in David because he	5	confided in	Activity	AgP
1155	578	expected	John confided in David because he	5	confided in	Activity	AgP
1156	578	unexpected	Sarah confided in David because he	5	confided in	Activity	AgP
1157	579	expected	David confided in John because he	5	confided in	Activity	AgP
1158	579	unexpected	Mary confided in John because he	5	confided in	Activity	AgP
1159	580	expected	David confided in John because he	5	confided in	Activity	AgP
1160	580	unexpected	Sarah confided in John because he	5	confided in	Activity	AgP
1161	581	expected	Mary confided in Sarah because she	5	confided in	Activity	AgP
1162	581	unexpected	John confided in Sarah because she	5	confided in	Activity	AgP
1163	582	expected	Mary confided in Sarah because she	5	confided in	Activity	AgP
1164	582	unexpected	David confided in Sarah because she	5	confided in	Activity	AgP
1165	583	expected	Sarah confided in Mary because she	5	confided in	Activity	AgP
1166	583	unexpected	John confided in Mary because she	5	confided in	Activity	AgP
1167	584	expected	Sarah confided in Mary because she	5	confided in	Activity	AgP
1168	584	unexpected	David confided in Mary because she	5	confided in	Activity	AgP
1169	585	expected	John confounded David because he	4	confounded	Psychological	StimExp
1170	585	unexpected	Mary confounded David because he	4	confounded	Psychological	StimExp
1171	586	expected	John confounded David because he	4	confounded	Psychological	StimExp
1172	586	unexpected	Sarah confounded David because he	4	confounded	Psychological	StimExp
1173	587	expected	David confounded John because he	4	confounded	Psychological	StimExp
1174	587	unexpected	Mary confounded John because he	4	confounded	Psychological	StimExp
1175	588	expected	David confounded John because he	4	confounded	Psychological	StimExp
1176	588	unexpected	Sarah confounded John because he	4	confounded	Psychological	StimExp
1177	589	expected	Mary confounded Sarah because she	4	confounded	Psychological	StimExp
1178	589	unexpected	John confounded Sarah because she	4	confounded	Psychological	StimExp
1179	590	expected	Mary confounded Sarah because she	4	confounded	Psychological	StimExp
1180	590	unexpected	David confounded Sarah because she	4	confounded	Psychological	StimExp
1181	591	expected	Sarah confounded Mary because she	4	confounded	Psychological	StimExp
1182	591	unexpected	John confounded Mary because she	4	confounded	Psychological	StimExp
1183	592	expected	Sarah confounded Mary because she	4	confounded	Psychological	StimExp
1184	592	unexpected	David confounded Mary because she	4	confounded	Psychological	StimExp
1185	593	expected	John confused David because he	4	confused	Psychological	StimExp
1186	593	unexpected	Mary confused David because he	4	confused	Psychological	StimExp
1187	594	expected	John confused David because he	4	confused	Psychological	StimExp
1188	594	unexpected	Sarah confused David because he	4	confused	Psychological	StimExp
1189	595	expected	David confused John because he	4	confused	Psychological	StimExp
1190	595	unexpected	Mary confused John because he	4	confused	Psychological	StimExp
1191	596	expected	David confused John because he	4	confused	Psychological	StimExp
1192	596	unexpected	Sarah confused John because he	4	confused	Psychological	StimExp
1193	597	expected	Mary confused Sarah because she	4	confused	Psychological	StimExp
1194	597	unexpected	John confused Sarah because she	4	confused	Psychological	StimExp
1195	598	expected	Mary confused Sarah because she	4	confused	Psychological	StimExp
1196	598	unexpected	David confused Sarah because she	4	confused	Psychological	StimExp
1197	599	expected	Sarah confused Mary because she	4	confused	Psychological	StimExp
1198	599	unexpected	John confused Mary because she	4	confused	Psychological	StimExp
1199	600	expected	Sarah confused Mary because she	4	confused	Psychological	StimExp
1200	600	unexpected	David confused Mary because she	4	confused	Psychological	StimExp
1201	601	expected	David congratulated John because he	4	congratulated	Activity	AgEvo
1202	601	unexpected	David congratulated Mary because he	4	congratulated	Activity	AgEvo
1203	602	expected	David congratulated John because he	4	congratulated	Activity	AgEvo
1204	602	unexpected	David congratulated Sarah because he	4	congratulated	Activity	AgEvo
1205	603	expected	John congratulated David because he	4	congratulated	Activity	AgEvo
1206	603	unexpected	John congratulated Mary because he	4	congratulated	Activity	AgEvo
1207	604	expected	John congratulated David because he	4	congratulated	Activity	AgEvo
1208	604	unexpected	John congratulated Sarah because he	4	congratulated	Activity	AgEvo
1209	605	expected	Sarah congratulated Mary because she	4	congratulated	Activity	AgEvo
1210	605	unexpected	Sarah congratulated John because she	4	congratulated	Activity	AgEvo
1211	606	expected	Sarah congratulated Mary because she	4	congratulated	Activity	AgEvo
1212	606	unexpected	Sarah congratulated David because she	4	congratulated	Activity	AgEvo
1213	607	expected	Mary congratulated Sarah because she	4	congratulated	Activity	AgEvo
1214	607	unexpected	Mary congratulated John because she	4	congratulated	Activity	AgEvo
1215	608	expected	Mary congratulated Sarah because she	4	congratulated	Activity	AgEvo
1216	608	unexpected	Mary congratulated David because she	4	congratulated	Activity	AgEvo
1217	609	expected	John consoled David because he	4	consoled	Psychological	StimExp
1218	609	unexpected	Mary consoled David because he	4	consoled	Psychological	StimExp
1219	610	expected	John consoled David because he	4	consoled	Psychological	StimExp
1220	610	unexpected	Sarah consoled David because he	4	consoled	Psychological	StimExp
1221	611	expected	David consoled John because he	4	consoled	Psychological	StimExp
1222	611	unexpected	Mary consoled John because he	4	consoled	Psychological	StimExp
1223	612	expected	David consoled John because he	4	consoled	Psychological	StimExp
1224	612	unexpected	Sarah consoled John because he	4	consoled	Psychological	StimExp
1225	613	expected	Mary consoled Sarah because she	4	consoled	Psychological	StimExp
1226	613	unexpected	John consoled Sarah because she	4	consoled	Psychological	StimExp
1227	614	expected	Mary consoled Sarah because she	4	consoled	Psychological	StimExp
1228	614	unexpected	David consoled Sarah because she	4	consoled	Psychological	StimExp
1229	615	expected	Sarah consoled Mary because she	4	consoled	Psychological	StimExp
1230	615	unexpected	John consoled Mary because she	4	consoled	Psychological	StimExp
1231	616	expected	Sarah consoled Mary because she	4	consoled	Psychological	StimExp
1232	616	unexpected	David consoled Mary because she	4	consoled	Psychological	StimExp
1233	617	expected	John consulted David because he	4	consulted	Activity	AgP
1234	617	unexpected	Mary consulted David because he	4	consulted	Activity	AgP
1235	618	expected	John consulted David because he	4	consulted	Activity	AgP
1236	618	unexpected	Sarah consulted David because he	4	consulted	Activity	AgP
1237	619	expected	David consulted John because he	4	consulted	Activity	AgP
1238	619	unexpected	Mary consulted John because he	4	consulted	Activity	AgP
1239	620	expected	David consulted John because he	4	consulted	Activity	AgP
1240	620	unexpected	Sarah consulted John because he	4	consulted	Activity	AgP
1241	621	expected	Mary consulted Sarah because she	4	consulted	Activity	AgP
1242	621	unexpected	John consulted Sarah because she	4	consulted	Activity	AgP
1243	622	expected	Mary consulted Sarah because she	4	consulted	Activity	AgP
1244	622	unexpected	David consulted Sarah because she	4	consulted	Activity	AgP
1245	623	expected	Sarah consulted Mary because she	4	consulted	Activity	AgP
1246	623	unexpected	John consulted Mary because she	4	consulted	Activity	AgP
1247	624	expected	Sarah consulted Mary because she	4	consulted	Activity	AgP
1248	624	unexpected	David consulted Mary because she	4	consulted	Activity	AgP
1249	625	expected	John corrected David because he	4	corrected	Activity	AgP
1250	625	unexpected	Mary corrected David because he	4	corrected	Activity	AgP
1251	626	expected	John corrected David because he	4	corrected	Activity	AgP
1252	626	unexpected	Sarah corrected David because he	4	corrected	Activity	AgP
1253	627	expected	David corrected John because he	4	corrected	Activity	AgP
1254	627	unexpected	Mary corrected John because he	4	corrected	Activity	AgP
1255	628	expected	David corrected John because he	4	corrected	Activity	AgP
1256	628	unexpected	Sarah corrected John because he	4	corrected	Activity	AgP
1257	629	expected	Mary corrected Sarah because she	4	corrected	Activity	AgP
1258	629	unexpected	John corrected Sarah because she	4	corrected	Activity	AgP
1259	630	expected	Mary corrected Sarah because she	4	corrected	Activity	AgP
1260	630	unexpected	David corrected Sarah because she	4	corrected	Activity	AgP
1261	631	expected	Sarah corrected Mary because she	4	corrected	Activity	AgP
1262	631	unexpected	John corrected Mary because she	4	corrected	Activity	AgP
1263	632	expected	Sarah corrected Mary because she	4	corrected	Activity	AgP
1264	632	unexpected	David corrected Mary because she	4	corrected	Activity	AgP
1265	633	expected	John corrupted David because he	4	corrupted	Activity	AgP
1266	633	unexpected	Mary corrupted David because he	4	corrupted	Activity	AgP
1267	634	expected	John corrupted David because he	4	corrupted	Activity	AgP
1268	634	unexpected	Sarah corrupted David because he	4	corrupted	Activity	AgP
1269	635	expected	David corrupted John because he	4	corrupted	Activity	AgP
1270	635	unexpected	Mary corrupted John because he	4	corrupted	Activity	AgP
1271	636	expected	David corrupted John because he	4	corrupted	Activity	AgP
1272	636	unexpected	Sarah corrupted John because he	4	corrupted	Activity	AgP
1273	637	expected	Mary corrupted Sarah because she	4	corrupted	Activity	AgP
1274	637	unexpected	John corrupted Sarah because she	4	corrupted	Activity	AgP
1275	638	expected	Mary corrupted Sarah because she	4	corrupted	Activity	AgP
1276	638	unexpected	David corrupted Sarah because she	4	corrupted	Activity	AgP
1277	639	expected	Sarah corrupted Mary because she	4	corrupted	Activity	AgP
1278	639	unexpected	John corrupted Mary because she	4	corrupted	Activity	AgP
1279	640	expected	Sarah corrupted Mary because she	4	corrupted	Activity	AgP
1280	640	unexpected	David corrupted Mary because she	4	corrupted	Activity	AgP
1281	641	expected	John counseled David because he	4	counseled	Activity	AgP
1282	641	unexpected	Mary counseled David because he	4	counseled	Activity	AgP
1283	642	expected	John counseled David because he	4	counseled	Activity	AgP
1284	642	unexpected	Sarah counseled David because he	4	counseled	Activity	AgP
1285	643	expected	David counseled John because he	4	counseled	Activity	AgP
1286	643	unexpected	Mary counseled John because he	4	counseled	Activity	AgP
1287	644	expected	David counseled John because he	4	counseled	Activity	AgP
1288	644	unexpected	Sarah counseled John because he	4	counseled	Activity	AgP
1289	645	expected	Mary counseled Sarah because she	4	counseled	Activity	AgP
1290	645	unexpected	John counseled Sarah because she	4	counseled	Activity	AgP
1291	646	expected	Mary counseled Sarah because she	4	counseled	Activity	AgP
1292	646	unexpected	David counseled Sarah because she	4	counseled	Activity	AgP
1293	647	expected	Sarah counseled Mary because she	4	counseled	Activity	AgP
1294	647	unexpected	John counseled Mary because she	4	counseled	Activity	AgP
1295	648	expected	Sarah counseled Mary because she	4	counseled	Activity	AgP
1296	648	unexpected	David counseled Mary because she	4	counseled	Activity	AgP
1297	649	expected	John courted David because he	4	courted	Activity	AgP
1298	649	unexpected	Mary courted David because he	4	courted	Activity	AgP
1299	650	expected	John courted David because he	4	courted	Activity	AgP
1300	650	unexpected	Sarah courted David because he	4	courted	Activity	AgP
1301	651	expected	David courted John because he	4	courted	Activity	AgP
1302	651	unexpected	Mary courted John because he	4	courted	Activity	AgP
1303	652	expected	David courted John because he	4	courted	Activity	AgP
1304	652	unexpected	Sarah courted John because he	4	courted	Activity	AgP
1305	653	expected	Mary courted Sarah because she	4	courted	Activity	AgP
1306	653	unexpected	John courted Sarah because she	4	courted	Activity	AgP
1307	654	expected	Mary courted Sarah because she	4	courted	Activity	AgP
1308	654	unexpected	David courted Sarah because she	4	courted	Activity	AgP
1309	655	expected	Sarah courted Mary because she	4	courted	Activity	AgP
1310	655	unexpected	John courted Mary because she	4	courted	Activity	AgP
1311	656	expected	Sarah courted Mary because she	4	courted	Activity	AgP
1312	656	unexpected	David courted Mary because she	4	courted	Activity	AgP
1313	657	expected	David criticized John because he	4	criticized	Activity	AgEvo
1314	657	unexpected	David criticized Mary because he	4	criticized	Activity	AgEvo
1315	658	expected	David criticized John because he	4	criticized	Activity	AgEvo
1316	658	unexpected	David criticized Sarah because he	4	criticized	Activity	AgEvo
1317	659	expected	John criticized David because he	4	criticized	Activity	AgEvo
1318	659	unexpected	John criticized Mary because he	4	criticized	Activity	AgEvo
1319	660	expected	John criticized David because he	4	criticized	Activity	AgEvo
1320	660	unexpected	John criticized Sarah because he	4	criticized	Activity	AgEvo
1321	661	expected	Sarah criticized Mary because she	4	criticized	Activity	AgEvo
1322	661	unexpected	Sarah criticized John because she	4	criticized	Activity	AgEvo
1323	662	expected	Sarah criticized Mary because she	4	criticized	Activity	AgEvo
1324	662	unexpected	Sarah criticized David because she	4	criticized	Activity	AgEvo
1325	663	expected	Mary criticized Sarah because she	4	criticized	Activity	AgEvo
1326	663	unexpected	Mary criticized John because she	4	criticized	Activity	AgEvo
1327	664	expected	Mary criticized Sarah because she	4	criticized	Activity	AgEvo
1328	664	unexpected	Mary criticized David because she	4	criticized	Activity	AgEvo
1329	665	expected	John cuddled David because he	4	cuddled	Activity	AgP
1330	665	unexpected	Mary cuddled David because he	4	cuddled	Activity	AgP
1331	666	expected	John cuddled David because he	4	cuddled	Activity	AgP
1332	666	unexpected	Sarah cuddled David because he	4	cuddled	Activity	AgP
1333	667	expected	David cuddled John because he	4	cuddled	Activity	AgP
1334	667	unexpected	Mary cuddled John because he	4	cuddled	Activity	AgP
1335	668	expected	David cuddled John because he	4	cuddled	Activity	AgP
1336	668	unexpected	Sarah cuddled John because he	4	cuddled	Activity	AgP
1337	669	expected	Mary cuddled Sarah because she	4	cuddled	Activity	AgP
1338	669	unexpected	John cuddled Sarah because she	4	cuddled	Activity	AgP
1339	670	expected	Mary cuddled Sarah because she	4	cuddled	Activity	AgP
1340	670	unexpected	David cuddled Sarah because she	4	cuddled	Activity	AgP
1341	671	expected	Sarah cuddled Mary because she	4	cuddled	Activity	AgP
1342	671	unexpected	John cuddled Mary because she	4	cuddled	Activity	AgP
1343	672	expected	Sarah cuddled Mary because she	4	cuddled	Activity	AgP
1344	672	unexpected	David cuddled Mary because she	4	cuddled	Activity	AgP
1345	673	expected	John dated David because he	4	dated	Activity	AgP
1346	673	unexpected	Mary dated David because he	4	dated	Activity	AgP
1347	674	expected	John dated David because he	4	dated	Activity	AgP
1348	674	unexpected	Sarah dated David because he	4	dated	Activity	AgP
1349	675	expected	David dated John because he	4	dated	Activity	AgP
1350	675	unexpected	Mary dated John because he	4	dated	Activity	AgP
1351	676	expected	David dated John because he	4	dated	Activity	AgP
1352	676	unexpected	Sarah dated John because he	4	dated	Activity	AgP
1353	677	expected	Mary dated Sarah because she	4	dated	Activity	AgP
1354	677	unexpected	John dated Sarah because she	4	dated	Activity	AgP
1355	678	expected	Mary dated Sarah because she	4	dated	Activity	AgP
1356	678	unexpected	David dated Sarah because she	4	dated	Activity	AgP
1357	679	expected	Sarah dated Mary because she	4	dated	Activity	AgP
1358	679	unexpected	John dated Mary because she	4	dated	Activity	AgP
1359	680	expected	Sarah dated Mary because she	4	dated	Activity	AgP
1360	680	unexpected	David dated Mary because she	4	dated	Activity	AgP
1361	681	expected	John daunted David because he	4	daunted	Psychological	StimExp
1362	681	unexpected	Mary daunted David because he	4	daunted	Psychological	StimExp
1363	682	expected	John daunted David because he	4	daunted	Psychological	StimExp
1364	682	unexpected	Sarah daunted David because he	4	daunted	Psychological	StimExp
1365	683	expected	David daunted John because he	4	daunted	Psychological	StimExp
1366	683	unexpected	Mary daunted John because he	4	daunted	Psychological	StimExp
1367	684	expected	David daunted John because he	4	daunted	Psychological	StimExp
1368	684	unexpected	Sarah daunted John because he	4	daunted	Psychological	StimExp
1369	685	expected	Mary daunted Sarah because she	4	daunted	Psychological	StimExp
1370	685	unexpected	John daunted Sarah because she	4	daunted	Psychological	StimExp
1371	686	expected	Mary daunted Sarah because she	4	daunted	Psychological	StimExp
1372	686	unexpected	David daunted Sarah because she	4	daunted	Psychological	StimExp
1373	687	expected	Sarah daunted Mary because she	4	daunted	Psychological	StimExp
1374	687	unexpected	John daunted Mary because she	4	daunted	Psychological	StimExp
1375	688	expected	Sarah daunted Mary because she	4	daunted	Psychological	StimExp
1376	688	unexpected	David daunted Mary because she	4	daunted	Psychological	StimExp
1377	689	expected	John debated with David because he	5	debated with	Activity	AgP
1378	689	unexpected	Mary debated with David because he	5	debated with	Activity	AgP
1379	690	expected	John debated with David because he	5	debated with	Activity	AgP
1380	690	unexpected	Sarah debated with David because he	5	debated with	Activity	AgP
1381	691	expected	David debated with John because he	5	debated with	Activity	AgP
1382	691	unexpected	Mary debated with John because he	5	debated with	Activity	AgP
1383	692	expected	David debated with John because he	5	debated with	Activity	AgP
1384	692	unexpected	Sarah debated with John because he	5	debated with	Activity	AgP
1385	693	expected	Mary debated with Sarah because she	5	debated with	Activity	AgP
1386	693	unexpected	John debated with Sarah because she	5	debated with	Activity	AgP
1387	694	expected	Mary debated with Sarah because she	5	debated with	Activity	AgP
1388	694	unexpected	David debated with Sarah because she	5	debated with	Activity	AgP
1389	695	expected	Sarah debated with Mary because she	5	debated with	Activity	AgP
1390	695	unexpected	John debated with Mary because she	5	debated with	Activity	AgP
1391	696	expected	Sarah debated with Mary because she	5	debated with	Activity	AgP
1392	696	unexpected	David debated with Mary because she	5	debated with	Activity	AgP
1393	697	expected	John deceived David because he	4	deceived	Activity	AgP
1394	697	unexpected	Mary deceived David because he	4	deceived	Activity	AgP
1395	698	expected	John deceived David because he	4	deceived	Activity	AgP
1396	698	unexpected	Sarah deceived David because he	4	deceived	Activity	AgP
1397	699	expected	David deceived John because he	4	deceived	Activity	AgP
1398	699	unexpected	Mary deceived John because he	4	deceived	Activity	AgP
1399	700	expected	David deceived John because he	4	deceived	Activity	AgP
1400	700	unexpected	Sarah deceived John because he	4	deceived	Activity	AgP
1401	701	expected	Mary deceived Sarah because she	4	deceived	Activity	AgP
1402	701	unexpected	John deceived Sarah because she	4	deceived	Activity	AgP
1403	702	expected	Mary deceived Sarah because she	4	deceived	Activity	AgP
1404	702	unexpected	David deceived Sarah because she	4	deceived	Activity	AgP
1405	703	expected	Sarah deceived Mary because she	4	deceived	Activity	AgP
1406	703	unexpected	John deceived Mary because she	4	deceived	Activity	AgP
1407	704	expected	Sarah deceived Mary because she	4	deceived	Activity	AgP
1408	704	unexpected	David deceived Mary because she	4	deceived	Activity	AgP
1409	705	expected	David decried John because he	4	decried	Activity	AgEvo
1410	705	unexpected	David decried Mary because he	4	decried	Activity	AgEvo
1411	706	expected	David decried John because he	4	decried	Activity	AgEvo
1412	706	unexpected	David decried Sarah because he	4	decried	Activity	AgEvo
1413	707	expected	John decried David because he	4	decried	Activity	AgEvo
1414	707	unexpected	John decried Mary because he	4	decried	Activity	AgEvo
1415	708	expected	John decried David because he	4	decried	Activity	AgEvo
1416	708	unexpected	John decried Sarah because he	4	decried	Activity	AgEvo
1417	709	expected	Sarah decried Mary because she	4	decried	Activity	AgEvo
1418	709	unexpected	Sarah decried John because she	4	decried	Activity	AgEvo
1419	710	expected	Sarah decried Mary because she	4	decried	Activity	AgEvo
1420	710	unexpected	Sarah decried David because she	4	decried	Activity	AgEvo
1421	711	expected	Mary decried Sarah because she	4	decried	Activity	AgEvo
1422	711	unexpected	Mary decried John because she	4	decried	Activity	AgEvo
1423	712	expected	Mary decried Sarah because she	4	decried	Activity	AgEvo
1424	712	unexpected	Mary decried David because she	4	decried	Activity	AgEvo
1425	713	expected	David defamed John because he	4	defamed	Activity	AgEvo
1426	713	unexpected	David defamed Mary because he	4	defamed	Activity	AgEvo
1427	714	expected	David defamed John because he	4	defamed	Activity	AgEvo
1428	714	unexpected	David defamed Sarah because he	4	defamed	Activity	AgEvo
1429	715	expected	John defamed David because he	4	defamed	Activity	AgEvo
1430	715	unexpected	John defamed Mary because he	4	defamed	Activity	AgEvo
1431	716	expected	John defamed David because he	4	defamed	Activity	AgEvo
